Movie_Name, Cast_Name, Total_Centrality, Average_Centrality
Karthik Calling Karthik,karthik,915.8333333,2.384982639
Teen Patti,venkat,2000.833333,7.939814815
Teen Patti,trachtenberg,253.3333333,10.13333333
Teen Patti,perci,937.5,16.44736842
Teen Patti,teen,0,0
Teen Patti,shantanu,169.5,2.092592593
Atithi Tum Kab Jaoge?,suleiman,0,0
Atithi Tum Kab Jaoge?,lambodar,0,0
Atithi Tum Kab Jaoge?,uncle,0,0
Atithi Tum Kab Jaoge?,taneja,0,0
Atithi Tum Kab Jaoge?,puneet,0,0
Atithi Tum Kab Jaoge?,an,0,0
Atithi Tum Kab Jaoge?,actor,0,0
Atithi Tum Kab Jaoge?,son,0,0
Atithi Tum Kab Jaoge?,man,0,0
Atithi Tum Kab Jaoge?,pappu,0,0
Road Movie,vishnu,277,2.797979798
Road Movie,father,38,5.428571429
Road Movie,man,168,12
Arvind Desai Ki Ajeeb Dastaan,father,46,2.705882353
Arvind Desai Ki Ajeeb Dastaan,arvind,404,3.740740741
Rokkk,man,14,2.8
Thanks Maa,municipality,51,0.784615385
Azaad,man,225,13.23529412
Azaad,prem,381.1333333,8.863565891
Azaad,ashok,145.5,5.017241379
Na Ghar Ke Na Ghaat Ke,aggarwal,43,1.869565217
Na Ghar Ke Na Ghaat Ke,man,183.5,7.057692308
Badalte Rishtey,chandar,199.5,3.069230769
Badalte Rishtey,sagar,421.3,2.252941176
Badalte Rishtey,manohar,147,0.765625
Badalte Rishtey,brother,265.6666667,4.744047619
Right Yaaa Wrong,vinay,151,1.572916667
Right Yaaa Wrong,ajay,125,1.420454545
Besharam,son,0,0
Besharam,digvijay,74,1.15625
Besharam,ramchandra,10,0.263157895
Besharam,prince,0,0
Besharam,ram,0,0
Shaapit,ranjit,0,0
Shaapit,aman,405.5,2.33045977
Shaapit,father,68.5,3.805555556
Shaapit,kaya,505.6666667,5.949019608
Shaapit,brother,268.4666667,13.42333333
Hum Tum Aur Ghost,man,25,6.25
Hum Tum Aur Ghost,armaan,665,3.575268817
Prem Kaa Game,will,0,0
Prem Kaa Game,man,316.7833333,6.886594203
Prem Kaa Game,prem,18,0.272727273
Well Done Abba,arif,187,4.921052632
Well Done Abba,brother,352,15.30434783
Well Done Abba,armaan,1187.530952,3.958436508
Damaad,rodrigues,9,1.125
Damaad,man,0,0
Damaad,sharad,1610.5,17.13297872
Pankh,man,109,9.909090909
Pankh,jerry,0,0
Pankh,boy,226.5,4.194444444
Sadiyaan,the,0,0
Sadiyaan,father,155.1619048,4.701875902
Sadiyaan,boy,338.5952381,9.151222651
Des Pardes,samir,0,0
Des Pardes,veer,0,0
Jaane Kahan Se Aayi Hai,desh,52,0.838709677
Jaane Kahan Se Aayi Hai,parekh,62.16666667,2.590277778
Jaane Kahan Se Aayi Hai,rajesh,0,0
Prince - It's Showtime,p.k.,0,0
Prince - It's Showtime,prince,669,2.380782918
Paathshaala,sahay,35,0.897435897
Paathshaala,udyavar,44,1.419354839
Paathshaala,rahul,0,0
Paathshaala,school,385.6666667,4.88185654
Phoonk 2,man,164,8.2
Phoonk 2,manja,103.5,6.088235294
Phoonk 2,rajiv,721,2.805447471
Don,don,2055.833333,5.617030965
Don,vardhan,207.5,4.322916667
Don,officer,6,0.25
Don,encounter,878,26.60606061
Don,police,828.6333333,4.655243446
Don,malik,5,0.119047619
Don,jasjit,381.5,5.869230769
Don,vijay,9012.833333,17.95385126
Apartment,tanha,117,2.489361702
Gaman,hasan,562,22.48
Gaman,ghulam,0,0
Chase,sohail,215,1.360759494
Housefull,kishore,0,0
Housefull,bob,831,7.353982301
Housefull,pasta,1565.066667,25.6568306
Housefull,batuk,0,0
Housefull,aarush,1149,3.218487395
Housefull,krishna,153.5,1.145522388
Housefull,brother,540.6666667,10.81333333
Ganga Ki Saugandh,jeeva,194.3333333,1.388095238
Ganga Ki Saugandh,thakur,38,0.391752577
Ganga Ki Saugandh,jaswant,43,0.728813559
Badmaash Company,zing,214,2.578313253
Badmaash Company,chandu,125.3333333,1.424242424
Badmaash Company,karan,1141.666667,2.618501529
Badmaash Company,kher,53.36666667,5.336666667
Badmaash Company,man,69.08333333,6.28030303
Ghar,vikas,147,2.227272727
Bumm Bumm Bole,pinu,3676.816667,13.03835697
Bumm Bumm Bole,khogiram,177,4.916666667
Bumm Bumm Bole,father,296.5,6.308510638
Kushti,chander,0,0
Kushti,father,70,2.8
Kushti,avtar,0,0
Kites,tony,534.7,5.347
Kites,robin,6,0.171428571
Kites,jai,399.9333333,1.989718076
Kites,bob,286,12.43478261
Kites,brother,712.4333333,22.98172043
Kites,jamaal,66,2.357142857
Karmayogi,son,304.3333333,8.950980392
Karmayogi,shankar,142.6666667,1.534050179
Karmayogi,father,94.425,4.969736842
Karmayogi,mohan,8015.333333,195.495935
Karmayogi,ajay,30.33333333,1.083333333
Karmayogi,keshav,0,0
Raajneeti,sooraj,649,3.345360825
Raajneeti,father,203.1666667,3.62797619
Raajneeti,chandra,1333.833333,12.82532051
Raajneeti,sanyal,14,2.8
Raajneeti,gopal,98,2.45
Raajneeti,veerendra,311,2.801801802
Raajneeti,prithvi,73.5,0.434911243
Raajneeti,virendra,0,0
Raajneeti,samar,446.3333333,1.605515588
Raajneeti,son,764,9.317073171
Raajneeti,pratap,311,5.553571429
Raajneeti,rai,80,8
Raajneeti,brij,0,0
Kasme Vaade,shankar,163.8333333,2.482323232
Kasme Vaade,shanker,0,0
Kasme Vaade,vijayendra,0,0
Kasme Vaade,amit,123,1.892307692
Kasme Vaade,raju,218.5,1.22752809
Khatta Meetha,homi,0,0
Khatta Meetha,soli,48.5,2.694444444
Raavan,sanjeevani,1022.5,8.665254237
Raavan,mangal,3,0.051724138
Raavan,dev,2086.5,8.413306452
Raavan,hemant,136.1666667,2.778911565
Raavan,brother,118,6.555555556
Raavan,kumar,53,2.65
Mr. Singh / Mrs. Mehta,man,67,1.861111111
Mr. Singh / Mrs. Mehta,slowly,0,0
Mr. Singh / Mrs. Mehta,ashwin,444,2.3125
I Hate Luv Storys,a,0,0
I Hate Luv Storys,jay,414.6666667,2.559670782
I Hate Luv Storys,raj,33,0.717391304
Khoon Ki Pukaar,son,28.5,3.166666667
Khoon Ki Pukaar,amrit,1937.5,29.80769231
Khoon Ki Pukaar,singh,226,3.704918033
Milenge Milenge,immy,0,0
Milenge Milenge,amit,295.5,1.5390625
Main Tulsi Tere Aangan Ki,rajnath,152,2.171428571
Main Tulsi Tere Aangan Ki,man,243,8.1
Main Tulsi Tere Aangan Ki,ajay,458.4,3.638095238
Main Tulsi Tere Aangan Ki,brother,78,4.588235294
Tere Bin Laden,osama,73,1.431372549
Tere Bin Laden,ted,91,1.685185185
Tere Bin Laden,his,44,0.55
Tere Bin Laden,usman,0,0
Tere Bin Laden,ali,944.5,4.746231156
Udaan,rohan,1976.166667,2.819067998
Udaan,father,1794.785714,4.107061131
Udaan,an,133,1.873239437
Muqaddar Ka Sikander,sikandar,3658.75,8.837560386
Muqaddar Ka Sikander,vishal,425.5,3.039285714
Muqaddar Ka Sikander,d.,0,0
Muqaddar Ka Sikander,darvesh,0,0
Muqaddar Ka Sikander,boy,136.6666667,1.752136752
Muqaddar Ka Sikander,dilawar,244.8333333,3.264444444
Muqaddar Ka Sikander,ramnath,632,6.723404255
Muqaddar Ka Sikander,man,48,8
Khatta Meetha,azad,307,1.504901961
Khatta Meetha,suhas,0,0
Khatta Meetha,sanjay,253.5,2.130252101
Khatta Meetha,father,20.23333333,0.361309524
Khatta Meetha,sachin,1387.766667,4.550054645
Khatta Meetha,man,343.1666667,10.3989899
Khatta Meetha,brother,391.8571429,7.124675325
Once Upon a Time in Mumbaai,wilson,920.1666667,3.016939891
Once Upon a Time in Mumbaai,father,94.53333333,1.454358974
Once Upon a Time in Mumbaai,sultan,965.1666667,3.282879819
Once Upon a Time in Mumbaai,khan,1163.166667,11.99140893
Once Upon a Time in Mumbaai,shoaib,1939.966667,4.282487123
Once Upon a Time in Mumbaai,man,233.6666667,4.408805031
Once Upon a Time in Mumbaai,mirza,1930.366667,9.148657188
Once Upon a Time in Mumbaai,boy,35.83333333,1.885964912
Once Upon a Time in Mumbaai,acp,175.6,2.473239437
Aisha,randhir,268,3.671232877
Aisha,singh,89.66666667,7.472222222
Aisha,arjun,275.1666667,2.807823129
Help,vic,615,3.84375
Help,aditya,341,3.91954023
Peepli Live,the,0,0
Peepli Live,natha,2580.25,7.63387574
Peepli Live,rakesh,321.3333333,3.278911565
Lafangey Parindey,nandu,0,0
Lafangey Parindey,one,349.5,15.19565217
Hello Darling,boss,147.5,7.375
Hello Darling,nikhil,0,0
Aashayein,actor,0,0
Aashayein,singer,30,4.285714286
Aashayein,rahul,935.2333333,2.096935725
Aashayein,shreyas,0,0
Aashayein,govinda,454.3,9.665957447
Aashayein,talpade,51,4.25
Satyam Shivam Sundaram,the,69,0.316513761
Satyam Shivam Sundaram,rajeev,93.33333333,1.048689139
Soch Lo,baba,451.1666667,5.50203252
Soch Lo,harry,120,3
Soch Lo,pali,0,0
Soch Lo,man,88,8
Shalimar,s.s.,0,0
Shalimar,raja,158,4.787878788
Shalimar,john,179,3.653061224
Shalimar,kumar,358,3.225225225
We Are Family,aman,207.3333333,1.382222222
The Film Emotional Atyachar,joe,125.6666667,5.236111111
The Film Emotional Atyachar,leslie,0,0
Tere Pyar Mein,boy,209.1666667,11.00877193
Tere Pyar Mein,ali,174.5,2.860655738
Dabangg,stepfather,66.83333333,1.452898551
Dabangg,father,510.1880952,3.168870157
Dabangg,dayal,0,0
Dabangg,chulbul,485.3333333,1.852417303
Dabangg,boy,142,6.454545455
Robot,bohra,1017.166667,7.424574209
Robot,vaseegaran,1210.333333,3.371402043
Robot,chitti,579,1.697947214
Trishna,vinod,151,2.903846154
Trishna,dr.,0,0
Trishna,sunil,59,1.340909091
Trishna,man,133.5,3.708333333
Anjaana Anjaani,kunal,80.66666667,2.18018018
Anjaana Anjaani,akash,360,1.428571429
Anjaana Anjaani,guard,19.5,1.3
Khichdi: The Movie,,0,0
Khichdi: The Movie,babuji,300,8.333333333
Khichdi: The Movie,sheth,349.3333333,12.04597701
Khichdi: The Movie,himanshu,1495.666667,8.695736434
Khichdi: The Movie,chandrakant,0,0
Khichdi: The Movie,praful,170.5,5.683333333
Trishul,father,166,7.904761905
Trishul,ravi,264,11
Trishul,raj,63,0.649484536
Trishul,gupta,137.1666667,3.117424242
Trishul,vijay,218.5,1.181081081
Trishul,balwant,95,2.435897436
Crook,suraj,2106.844444,7.47107959
Crook,jai,17,0.333333333
Crook,samarth,710.7333333,4.901609195
Crook,latti,103.6666667,7.974358974
Crook,romi,324.1666667,3.376736111
Tumhare Liye,prakash,8,0.166666667
Aakrosh,police,333,9.514285714
Aakrosh,sidhant,85,2.931034483
Aakrosh,pratap,444.3333333,4.534013605
Aakrosh,siddhant,212,4.608695652
Kajraare,avtaar,173.3333333,2.937853107
Kajraare,man,36,2.25
Kajraare,rajiv,284.3333333,0.908413206
Kajraare,boy,220,10
Kajraare,rocky,62,1.169811321
Kajraare,babbar,119,3.606060606
Aangan Ki Kali,anmol,42,2.1
Hisss,george,279.3333333,2.367231638
Hisss,american,8,0.080808081
Jhootha Hi Sahi,siddharth,107.5,6.323529412
Jhootha Hi Sahi,kabir,0,0
Jhootha Hi Sahi,sid,355.5833333,2.079434698
Jhootha Hi Sahi,fidato,361.5,7.53125
Aatish,anand,520,4.770642202
Aatish,son,58.83333333,1.782828283
Aatish,mr.,0,0
Aatish,man,28,4.666666667
Aatish,rai,435.1666667,2.653455285
Nakshatra,ajay,0,0
Nakshatra,sharad,0,0
Golmaal 3,puppy,573.152381,7.642031746
Golmaal 3,gopal,418.602381,6.247796731
Golmaal 3,pritam,650.6666667,4.96692112
Amar Deep,ramu,41,1.518518519
Amar Deep,raja,1495.321429,10.45679321
Amar Deep,kishan,2188.666667,25.4496124
Action Replayy,son,269.3333333,13.46666667
Action Replayy,kundan,18,0.290322581
Action Replayy,kishen,498.5,3.345637584
Action Replayy,bunty,133,0.540650407
Action Replayy,anthony,201,2.115789474
A Flat,rahul,192,1.324137931
A Flat,father,62,1.409090909
A Flat,varma,0,0
A Flat,karan,452.5,3.507751938
Ramaa: The Saviour,will,0,0
Ramaa: The Saviour,ramaa,0,0
Ramaa: The Saviour,man,425.1666667,11.81018519
Guzaarish,mascarenhas,103.1666667,3.820987654
Guzaarish,son,13.5,3.375
Guzaarish,ethan,2678.3,8.116060606
Guzaarish,devyani,0,0
Guzaarish,man,1358,21.55555556
Guzaarish,siddiqui,52,2.736842105
Baton Baton Mein,tony,106,0.841269841
Baton Baton Mein,braganza,120,6.315789474
Baton Baton Mein,tom,0,0
Baton Baton Mein,man,10,2
Baton Baton Mein,brother,130,5.416666667
"Shahrukh Bola ""Khoobsurat Hai Tu""",khan,46.5,2.325
Bin Phere Hum Tere,debu,0,0
Bin Phere Hum Tere,jagdish,63,1.75
Bin Phere Hum Tere,raju,0,0
Break Ke Baad,father,63,2.423076923
Break Ke Baad,abhay,520.3333333,3.272536688
Khuda Kasam,sunny,0,0
Khelein Hum Jee Jaan Sey,nirmal,0,0
Khelein Hum Jee Jaan Sey,masterda,535.8333333,2.588566828
Khelein Hum Jee Jaan Sey,haripada,213,7.888888889
Cinema Cinema,actor,118.5,4.9375
Cinema Cinema,a,0,0
Cinema Cinema,balakrishnan,5871.595238,12.41352059
Cinema Cinema,srinivasan,147,2.491525424
Cinema Cinema,shanmugham,366.5,5.020547945
Cinema Cinema,ashok,18,0.048257373
Phas Gaye Re Obama,bhai,0,0
Phas Gaye Re Obama,minister,416.8333333,4.846899225
Phas Gaye Re Obama,anni,639,5.112
Phas Gaye Re Obama,om,1303.233333,4.525115741
Phas Gaye Re Obama,ali,206.5,8.97826087
Band Baaja Baaraat,father,135.8380952,2.342036125
Band Baaja Baaraat,chetan,68.5,1.087301587
Band Baaja Baaraat,bittoo,1190.619048,2.699816435
No Problem,yash,436.5,3.052447552
No Problem,marcos,250.5,2.53030303
No Problem,father,131.5,4.534482759
No Problem,zandulal,75.5,0.993421053
No Problem,raj,259.5,1.535502959
No Problem,singh,93.5,7.192307692
No Problem,arjun,60,1.016949153
Payback,insurance,0,0
Payback,raghu,103,3.551724138
Payback,kunal,369.3333333,5.862433862
Kaalo,sameer,1263.333333,10.44077135
Do Shikaari,,0,0
Do Shikaari,ranjeet,30,0.535714286
Do Shikaari,father,65,4.0625
Mirch,nitin,277.6666667,4.338541667
Mirch,asu,148,0.919254658
Mirch,kashi,582.5,7.103658537
Mirch,the,0,0
Mirch,maanav,48,0.406779661
Mirch,raja,0,0
Mirch,man,306.6666667,5.575757576
Tees Maar Khan,tabrez,1185.016667,4.128977933
Tees Maar Khan,villager,0,0
Tees Maar Khan,khan,209,9.5
Tees Maar Khan,kapoor,1055,17.58333333
Isi Life Mein,vivaan,1517.788095,5.363208817
Isi Life Mein,father,2051.012698,8.87884285
Isi Life Mein,rj,4040.813095,15.42295075
Toonpur Ka Super Hero,actor,570.6666667,21.13580247
Toonpur Ka Super Hero,son,137.3333333,3.614035088
Toonpur Ka Super Hero,bolly,0,0
Toonpur Ka Super Hero,aditya,491,3.71969697
Ada... A Way of Life,father,336.0833333,9.083333333
Ada... A Way of Life,anil,0,0
Gol Maal,ramprasad,26,0.356164384
Gol Maal,dr.,0,0
Gol Maal,shankar,223.3333333,3.018018018
Gol Maal,ram,185,1.554621849
The Great Gambler,saxena,465,9.893617021
The Great Gambler,jai,523.8761905,3.880564374
The Great Gambler,nath,49,1.289473684
The Great Gambler,ratan,1561,43.36111111
The Great Gambler,vijay,758,6.95412844
Hamare Tumhare,widower,0,0
Chandni Chowk to China,trickster,0,0
Chandni Chowk to China,dada,4,0.307692308
Chandni Chowk to China,father,52,5.2
Chandni Chowk to China,hojo,414,6
Chandni Chowk to China,sidhu,303,2.006622517
Raaz  The Mystery Continues,kalindi,232,2.09009009
Raaz  The Mystery Continues,yash,1363.166667,7.834291188
Raaz  The Mystery Continues,pratap,100,2.857142857
Raaz  The Mystery Continues,veer,14,0.191780822
Raaz  The Mystery Continues,man,60,5.454545455
Raaz  The Mystery Continues,prithvi,650.6666667,2.18344519
Luck by Chance,actor,111,1.982142857
Luck by Chance,satish,95.5,0.823275862
Luck by Chance,vikram,1569.383333,3.591266209
Luck by Chance,abhimanyu,116,3.314285714
Luck by Chance,khan,793.7333333,22.67809524
Luck by Chance,jaisingh,337,8.868421053
Hum Tere Ashiq Hain,anand,28,0.388888889
Hum Tere Ashiq Hain,thakur,348,4.519480519
Victory,vijay,2196.5,7.872759857
Victory,ram,20,0.5
Chal Chala Chal,sunder,51,4.25
Chal Chala Chal,deepak,378,4.609756098
Chal Chala Chal,father,73,2.433333333
Billu,sahir,511.6666667,3.434004474
Billu,daamchand,268,12.18181818
Billu,father,69,4.6
Billu,khan,75,6.25
Billu,billu,1512.416667,5.519768856
Billu,bollywood,0,0
Billu,boy,36,6
Jaani Dushman,man,210.8333333,8.784722222
The Stoneman Murders,satam,376.3333333,4.48015873
The Stoneman Murders,superior,0,0
The Stoneman Murders,kamble,424.5,3.010638298
The Stoneman Murders,sanjay,430,2.216494845
The Stoneman Murders,kedar,547,9.431034483
The Stoneman Murders,man,1395,20.51470588
The Stoneman Murders,shelar,199,12.4375
Janata Havaldar,man,1003,25.075
Delhi-6,mamdu,91.66666667,2.546296296
Delhi-6,suresh,161,3.833333333
Delhi-6,madangopal,104.5,1.935185185
Delhi-6,gobar,612.1666667,6.310996564
Delhi-6,ranvijay,443.3333333,14.77777778
Delhi-6,ali,0,0
13B,manohar,210,0.889830508
13B,brother,108.5,2.411111111
13B,dr,8,0.333333333
Jhoota Kahin Ka,vikram,895.9,10.66547619
Jhoota Kahin Ka,father,65,7.222222222
Jhoota Kahin Ka,rai,0,0
Jhoota Kahin Ka,ajay,161,1.963414634
Jhoota Kahin Ka,jagatnarain,0,0
Dhoondte Reh Jaaoge,anand,778,4.743902439
Dhoondte Reh Jaaoge,ratan,6,0.068965517
Dhoondte Reh Jaaoge,raj,2001.5,8.445147679
Jurmana,a,0,0
Jurmana,prakash,249.3333333,3.462962963
Jurmana,rama,593,4.176056338
Jurmana,inder,665,3.518518519
Jurmana,daya,0,0
Jai Veeru,tejpal,205,4.555555556
Jai Veeru,jai,121,1.983606557
Jai Veeru,veeru,261,2.636363636
Kaala Patthar,mangal,299,3.114583333
Kaala Patthar,dhanraj,285,5.588235294
Kaala Patthar,vijay,1634.166667,8.211892797
Little Zizou,pressvala,30,0.810810811
Little Zizou,xerxes,169,4.828571429
Gulaal,dushyant,864.25,5.113905325
Gulaal,boy,60.5,6.722222222
Gulaal,kunal,113.3333333,2.023809524
Gulaal,raman,29,1.526315789
Aloo Chaat,nikhil,499.25,3.51584507
Aloo Chaat,father,69.33333333,1.019607843
Khandan,nanda,48,2.181818182
Khandan,ravi,165,2.0625
Khandan,father,0,0
Khandan,vikas,4,0.114285714
Barah Aana,aman,3.333333333,0.37037037
Barah Aana,yadav,92,3.538461538
Barah Aana,man,22,2.75
Barah Aana,shukla,202.3333333,2.380392157
Firaaq,sameer,0,0
Firaaq,saheb,80.66666667,1.920634921
Firaaq,hanif,464,10.79069767
Firaaq,khan,12,0.2
Firaaq,deven,27,2.076923077
Straight,pinu,1639.416667,7.806746032
Straight,rajat,376.1666667,4.644032922
Lok Parlok,amar,123,0.92481203
Aa Dekhen Zara,ray,680.5,5.718487395
Ek: The Power of One,nandu,545.6666667,3.662192394
Ek: The Power of One,puran,2331,17.79389313
Ek: The Power of One,inspector,29,1.611111111
8 x 10 Tasveer,jatin,893,12.06756757
8 x 10 Tasveer,son,16,4
8 x 10 Tasveer,adit,190,9.5
8 x 10 Tasveer,jai,272.5,1.020599251
8 x 10 Tasveer,father,34,3.090909091
8 x 10 Tasveer,happi,101,0.770992366
8 x 10 Tasveer,jeet,1074.833333,14.52477477
Ek Se Bure Do,jagat,379.5,4.412790698
Ek Se Bure Do,dada,122.6666667,3.717171717
Mata Velankanni,sundaram,273,6.658536585
Mata Velankanni,son,112,4.48
Sikandar,sikandar,84,0.56
Sanam Teri Kasam,son,90,6.923076923
Sanam Teri Kasam,father,101,3.258064516
Sanam Teri Kasam,gopal,73,2.28125
Sanam Teri Kasam,vijay,125,1.25
Kal Kissne Dekha,nihal,54,0.3375
Paying Guests,,0,0
Paying Guests,ronnie,38,0.342342342
Paying Guests,ballu,206,1.131868132
Paying Guests,jayesh,277,2.02189781
Paying Guests,parikshit,302,2.770642202
Paying Guests,bhavesh,325,2.620967742
Paying Guests,parag,330.5,2.377697842
New York,son,14,3.5
New York,sameer,85.5,1.744897959
New York,roshan,531.1666667,4.964174455
New York,omar,1291.833333,3.025370804
New York,man,902.3333333,23.74561404
New York,zilgai,0,0
New York,sam,3183,11.78888889
Kambakkht Ishq,lucky,1642.166667,10.32809224
Kambakkht Ishq,father,33.33333333,4.166666667
Kambakkht Ishq,viraj,231.5,1.169191919
Kambakkht Ishq,man,0,0
Sankat City,ganpat,0,0
Shortkut,heartbroken,0,0
Shortkut,shekhar,553.6333333,4.393915344
Shortkut,raju,627.7,5.604464286
Jashnn,aman,631.6666667,9.427860697
Jashnn,akash,37514.13333,186.6374793
Jashnn,bajaj,1724.166667,26.52564103
Jashnn,man,1869.15,32.22672414
Luck,mehra,40.56666667,0.795424837
Luck,musa,1700.5,9.093582888
Luck,tamang,5579.271212,26.69507757
Luck,raghav,26,0.126213592
Luck,singh,521,6.058139535
Luck,ram,4311.383333,10.80547201
Love Aaj Kal,jai,463.3333333,2.185534591
Love Aaj Kal,veer,176.6666667,1.985018727
Kaminey,lele,0,0
Kaminey,lobo,218.1666667,4.116352201
Kaminey,mikhail,113.3333333,2.833333333
Kaminey,guddu,851.5,3.119047619
Kaminey,policemen,624.1666667,4.993333333
Kaminey,brother,503.8333333,11.99603175
Kaminey,charlie,1071.166667,3.051756885
Life Partner,darshan,0,0
Life Partner,father,1337.716667,5.460068027
Life Partner,bhavesh,1597.266667,4.603073967
Life Partner,karan,2020,5.872093023
Life Partner,jeet,1441.666667,7.792792793
Life Partner,vijay,0,0
Daddy Cool,steven,738.3333333,7.16828479
Daddy Cool,father,11.83333333,1.183333333
Daddy Cool,man,58,3.411764706
Daddy Cool,brian,62,1.476190476
Daddy Cool,andrew,0,0
Kisaan,son,235.1666667,9.044871795
Kisaan,aman,6164.833333,48.92724868
Kisaan,jiggar,66.66666667,0.81300813
Kisaan,man,12,2
Kisaan,brother,1.5,0.107142857
Love Khichdi,vir,175.5,1.847368421
Quick Gun Murugun,quick,0,0
Quick Gun Murugun,murugun,668.3333333,6.488673139
Yeh Mera India,rajpal,0,0
Yeh Mera India,son,99,5.210526316
Yeh Mera India,biswas,152.6666667,1.817460317
Yeh Mera India,yadav,36,0.947368421
Three  Love Lies and Betrayal,rajeev,468,7.2
Three  Love Lies and Betrayal,benji,0,0
Aagey Se Right,father,27.5,2.115384615
Aagey Se Right,waghmare,11,1.571428571
Aagey Se Right,dinkar,133,1.031007752
Aagey Se Right,terrorist,109,1.434210526
Aagey Se Right,janu,79,0.658333333
Chintu Ji,kapoor,324,15.42857143
Chintu Ji,rishi,647,7.987654321
Fox,mcnamara,388.1666667,2.752955083
Fox,yashwant,194.5,0.864444444
Fox,raj,0,0
Fox,man,225.5,15.03333333
Fox,arjun,3612.583333,6.665282903
Fox,deshmukh,277.5,16.32352941
Phir Kabhi,hari,101,1.097826087
Phir Kabhi,son,80,3.636363636
Vaada Raha,duke,31,0.574074074
Vaada Raha,roshan,87,3.107142857
Vaada Raha,chawla,529.6666667,24.07575758
Vaada Raha,boy,78,6.5
Dil Bole Hadippa!,rohan,527,1.727868852
Dil Bole Hadippa!,father,131,2.847826087
Dil Bole Hadippa!,veer,100,1.086956522
Dil Bole Hadippa!,man,66,6
Wanted,bhai,349,3.172727273
Wanted,gani,76,0.64957265
Wanted,radhe,268.3333333,2.293447293
Wanted,father,63,4.5
Wanted,inspector,308,9.058823529
Wanted,talpade,252,4.581818182
Wanted,rajveer,6,0.12
Wanted,rape,684,42.75
Wanted,son,50,1.724137931
Wanted,khan,114.3333333,3.362745098
Wanted,shrikant,18,0.28125
Wanted,brother,63,5.727272727
Wanted,commissioner,0,0
What's Your Raashee?,jitu,255.25,2.454326923
What's Your Raashee?,father,386.1666667,4.290740741
What's Your Raashee?,man,230,5.897435897
What's Your Raashee?,devu,1044.442857,3.743522785
What's Your Raashee?,yogesh,1998.333333,3.813613232
Do Knot Disturb,diesel,215.8333333,2.664609053
Do Knot Disturb,mangu,94,1.540983607
Do Knot Disturb,raj,996,3.96812749
Wake Up Sid,mehra,122,7.625
Wake Up Sid,siddharth,0,0
Wake Up Sid,son,99,7.071428571
Wake Up Sid,kabir,144.5,4.982758621
Wake Up Sid,sid,970.6666667,2.846529814
Wake Up Sid,ram,126,3.315789474
Acid Factory,man,0,0
Acid Factory,sarthak,16,0.615384615
All The Best: Fun Begins,tobu,568,9.627118644
All The Best: Fun Begins,dharam,54.5,0.813432836
All The Best: Fun Begins,veer,726.5,4.324404762
All The Best: Fun Begins,brother,5,0.238095238
All The Best: Fun Begins,prem,489,4.075
Blue,gulshan,4430.333333,19.17893218
Blue,aarav,4158.133333,13.95346756
Blue,sagar,639.2857143,1.991544281
Blue,sam,757.6666667,2.116387337
Main Aurr Mrs Khanna,aakash,345.3333333,2.830601093
Main Aurr Mrs Khanna,khan,254.5,10.18
Main Aurr Mrs Khanna,samir,208,1.359477124
Fruit and Nut,holkar,6,0.222222222
Fruit and Nut,gokhale,22,0.47826087
London Dreams,father,52.55,1.459722222
London Dreams,mannu,531.5,2.888586957
London Dreams,arjun,497.6666667,1.850061958
Aladin,kasim,195,4.14893617
Aladin,genius,778.1666667,3.705555556
Aladin,ringmaster,403,2.779310345
Aladin,aladin,1143.216667,3.25702754
Aladin,arun,53,1.177777778
Aladin,father,52,5.2
Aladin,chatterjee,337,7.326086957
Ajab Prem Ki Ghazab Kahani,rahul,1365.533333,6.533652313
Ajab Prem Ki Ghazab Kahani,sajid,0,0
Ajab Prem Ki Ghazab Kahani,father,921.8583333,8.457415902
Ajab Prem Ki Ghazab Kahani,statue,98.7,2.990909091
Ajab Prem Ki Ghazab Kahani,prem,1134.85,3.873208191
Jail,bajpayee,13,1.625
Jail,neil,0,0
Jail,parag,2048.5,10.78157895
Tum Mile,akshay,421.5,2.539156627
Tum Mile,vicky,67,2.03030303
Kurbaan,riyaz,560,2.196078431
Kurbaan,father,37,1.947368421
Kurbaan,bhaijaan,135,1.666666667
Kurbaan,man,636.5,18.18571429
De Dana Dan',nitin,399.1666667,1.462148962
De Dana Dan',oberoi,363,3.330275229
De Dana Dan',musa,21.5,0.5
De Dana Dan',father,50.66666667,3.377777778
De Dana Dan',manpreet,45,1.551724138
De Dana Dan',inspector,0,0
De Dana Dan',kaala,0,0
De Dana Dan',wilson,0,0
De Dana Dan',paramjeet,38,3.454545455
De Dana Dan',maamu,217.5,2.529069767
De Dana Dan',nonny,67,1.634146341
De Dana Dan',brother,26,2
De Dana Dan',harbans,355.5,2.652985075
De Dana Dan',ram,161.5,1.357142857
Radio,vivan,102,0.886956522
Paa,man,14,2
Paa,auro,1631,5.096875
Paa,boy,88,3.384615385
Rocket Singh: Salesman of the Year,harpreet,1139.5,5.613300493
Rocket Singh: Salesman of the Year,puri,122.3333333,1.199346405
Raat Gayi Baat Gayi?,rahul,119,1.652777778
3 Idiots,college,158.6666667,3.777777778
3 Idiots,chatur,539.3333333,4.085858586
3 Idiots,farhan,99,0.397590361
3 Idiots,chanchad,54,2.571428571
3 Idiots,student,219,6.441176471
3 Idiots,chhote,274,5.956521739
3 Idiots,father,469.7166667,7.226410256
3 Idiots,students,148,5.692307692
